address,current_name,glabel,name_layer,aliases,insns,src_location,origin,tier,evidence,action,proposed_name,queued
0x8004A940,calc_loc_mat_fw_8004A940,calc_loc_mat_fw_8004A940,glabel,calc_loc_mat_fw_8004A940;stream_decode_via_8004A76C_8004A940,1162,src/text1b.c:1285(INCLUDE_ASM),misname-flag,SUSPECT,"tools/rename_funcs.py RENAMES map, KENGO band — 'Kengo near-miss batch LOW confidence (Â±10%, 2026-03-30)'; RECORDED CONTRADICTION: named_syms.txt:2530 /* MISNAMED: not local matrix calc; u16 stream decoder dispatching to func_8004A76C */; canonical-asm authorized: handwritten_overflow_op; also signals: cop2_function; see known_blocked.txt (renamed from func_8004A940); auto-added 2026-05-17; body at src/text1b.c:1285(INCLUDE_ASM)",RESET,,
0x8004BB68,gte_rtpt,func_8004BB68,named_syms.txt/symbol_addrs.txt alias only,gte_rtpt_8004BB68,86,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_rtpt_wrapper_8004BB68; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x8004BCC0,saTan2LineDraw,saTan2LineDraw,glabel,,333,src/sound.c:891,kengo-derived,SUSPECT,kengo_matches.csv: kengo_name=saTan2LineDraw confidence=name-unique insn_diff=3 combined_score=0.00; canonical-asm authorized: handwritten_overflow_op; also signals: cop2_function; see known_blocked.txt (renamed from func_8004BCC0); auto-added 2026-05-17; body at src/sound.c:891,RESET,,
0x8004C1F4,satan_line_draw_recursive,func_8004C1F4,named_syms.txt/symbol_addrs.txt alias only,satan_line_draw_recursive_8004C1F4,101,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_rtpt_wrapper_8004C1F4,KEEP,,
0x8004C388,satan_helper,func_8004C388,named_syms.txt/symbol_addrs.txt alias only,satan_helper_8004C388,30,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x8004C404,gte_rtpt,func_8004C404,named_syms.txt/symbol_addrs.txt alias only,gte_rtpt_8004C404,356,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_rtpt_wrapper_8004C404; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x8004C994,gte_nclip,func_8004C994,named_syms.txt/symbol_addrs.txt alias only,gte_nclip_8004C994,126,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_nclip_wrapper_8004C994; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x8004CB8C,gte_nclip,func_8004CB8C,named_syms.txt/symbol_addrs.txt alias only,gte_nclip_8004CB8C,137,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_nclip_wrapper_8004CB8C; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x8004CDB0,gte_nclip,func_8004CDB0,named_syms.txt/symbol_addrs.txt alias only,gte_nclip_8004CDB0,140,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_nclip_wrapper_8004CDB0; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x8004CFE0,gte_nclip,func_8004CFE0,named_syms.txt/symbol_addrs.txt alias only,gte_nclip_8004CFE0,153,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_nclip_wrapper_8004CFE0; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x8004D244,gte_nclip,func_8004D244,named_syms.txt/symbol_addrs.txt alias only,gte_nclip_8004D244,120,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_nclip_wrapper_8004D244; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x8004D424,gte_nclip,func_8004D424,named_syms.txt/symbol_addrs.txt alias only,gte_nclip_8004D424,132,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_nclip_wrapper_8004D424; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x8004D634,gte_nclip,func_8004D634,named_syms.txt/symbol_addrs.txt alias only,gte_nclip_8004D634,129,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_nclip_wrapper_8004D634; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x8004D838,gte_nclip,func_8004D838,named_syms.txt/symbol_addrs.txt alias only,gte_nclip_8004D838,143,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_nclip_wrapper_8004D838; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x8004DA74,gte_rtpt,func_8004DA74,named_syms.txt/symbol_addrs.txt alias only,gte_rtpt_8004DA74,208,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_rtpt_wrapper_8004DA74; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x8004DDB4,gte_mvmva,func_8004DDB4,named_syms.txt/symbol_addrs.txt alias only,gte_mvmva_8004DDB4,491,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_mvmva_wrapper_8004DDB4; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x8004E564,stub,func_8004E564,named_syms.txt/symbol_addrs.txt alias only,stub_8004E564,2,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x8004E56C,stub,func_8004E56C,named_syms.txt/symbol_addrs.txt alias only,stub_8004E56C,2,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x8004E574,gte_gpl,func_8004E574,named_syms.txt/symbol_addrs.txt alias only,gte_gpl_8004E574,156,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_nclip_wrapper_8004E574; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x8004E7E4,gte_gpl,func_8004E7E4,named_syms.txt/symbol_addrs.txt alias only,gte_gpl_8004E7E4,185,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_nclip_wrapper_8004E7E4; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x8004EAC8,gte_nclip,func_8004EAC8,named_syms.txt/symbol_addrs.txt alias only,gte_nclip_8004EAC8,128,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_nclip_wrapper_8004EAC8; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x8004ECC8,gte_nclip,func_8004ECC8,named_syms.txt/symbol_addrs.txt alias only,gte_nclip_8004ECC8,146,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_nclip_wrapper_8004ECC8; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x8004EF10,gte_nclip,func_8004EF10,named_syms.txt/symbol_addrs.txt alias only,gte_nclip_8004EF10,123,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_nclip_wrapper_8004EF10; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x8004F0FC,gte_nclip,func_8004F0FC,named_syms.txt/symbol_addrs.txt alias only,gte_nclip_8004F0FC,134,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_nclip_wrapper_8004F0FC; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x8004F314,gte_nclip,func_8004F314,named_syms.txt/symbol_addrs.txt alias only,gte_nclip_8004F314,138,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_nclip_wrapper_8004F314; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x8004F53C,gte_nclip,func_8004F53C,named_syms.txt/symbol_addrs.txt alias only,gte_nclip_8004F53C,151,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_nclip_wrapper_8004F53C; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x8004F798,gte_nclip,func_8004F798,named_syms.txt/symbol_addrs.txt alias only,gte_nclip_8004F798,118,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_nclip_wrapper_8004F798; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x8004F970,gte_nclip,func_8004F970,named_syms.txt/symbol_addrs.txt alias only,gte_nclip_8004F970,129,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_nclip_wrapper_8004F970; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x8004FB74,gte_nclip,func_8004FB74,named_syms.txt/symbol_addrs.txt alias only,gte_nclip_8004FB74,115,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_nclip_wrapper_8004FB74; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x8004FD40,gte_nclip,func_8004FD40,named_syms.txt/symbol_addrs.txt alias only,gte_nclip_8004FD40,128,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_nclip_wrapper_8004FD40; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x8004FF40,gte_nclip,func_8004FF40,named_syms.txt/symbol_addrs.txt alias only,gte_nclip_8004FF40,120,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_nclip_wrapper_8004FF40; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x80050120,gte_nclip,func_80050120,named_syms.txt/symbol_addrs.txt alias only,gte_nclip_80050120,133,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_nclip_wrapper_80050120; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x80050334,gte_nclip,func_80050334,named_syms.txt/symbol_addrs.txt alias only,gte_nclip_80050334,129,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_nclip_wrapper_80050334; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x80050538,gte_nclip,func_80050538,named_syms.txt/symbol_addrs.txt alias only,gte_nclip_80050538,143,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_nclip_wrapper_80050538; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x80050774,gte_nclip,func_80050774,named_syms.txt/symbol_addrs.txt alias only,gte_nclip_80050774,101,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_nclip_wrapper_80050774; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x80050908,gte_nclip,func_80050908,named_syms.txt/symbol_addrs.txt alias only,gte_nclip_80050908,108,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_nclip_wrapper_80050908; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x80050AB8,gte_nclip,func_80050AB8,named_syms.txt/symbol_addrs.txt alias only,gte_nclip_80050AB8,108,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_nclip_wrapper_80050AB8; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x80050C68,gte_nclip,func_80050C68,named_syms.txt/symbol_addrs.txt alias only,gte_nclip_80050C68,126,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_nclip_wrapper_80050C68; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x80050E60,gte_nclip,func_80050E60,named_syms.txt/symbol_addrs.txt alias only,gte_nclip_80050E60,108,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_nclip_wrapper_80050E60; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x80051010,gte_nclip,func_80051010,named_syms.txt/symbol_addrs.txt alias only,gte_nclip_80051010,126,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_nclip_wrapper_80051010; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x80051208,gte_nclip,func_80051208,named_syms.txt/symbol_addrs.txt alias only,gte_nclip_80051208,106,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_nclip_wrapper_80051208; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x800513B0,gte_nclip,func_800513B0,named_syms.txt/symbol_addrs.txt alias only,gte_nclip_800513B0,127,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_nclip_wrapper_800513B0; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x800515AC,gte_nclip,func_800515AC,named_syms.txt/symbol_addrs.txt alias only,gte_nclip_800515AC,106,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_nclip_wrapper_800515AC; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x80051754,gte_nclip,func_80051754,named_syms.txt/symbol_addrs.txt alias only,gte_nclip_80051754,124,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_nclip_wrapper_80051754; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x80051944,gte_nclip,func_80051944,named_syms.txt/symbol_addrs.txt alias only,gte_nclip_80051944,112,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_nclip_wrapper_80051944; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x80051B04,gte_nclip,func_80051B04,named_syms.txt/symbol_addrs.txt alias only,gte_nclip_80051B04,129,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_nclip_wrapper_80051B04; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x80051D08,gte_nclip,func_80051D08,named_syms.txt/symbol_addrs.txt alias only,gte_nclip_80051D08,115,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_nclip_wrapper_80051D08; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x80051ED4,gte_nclip,func_80051ED4,named_syms.txt/symbol_addrs.txt alias only,gte_nclip_80051ED4,121,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_nclip_wrapper_80051ED4; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x800520B8,func_800520B8,func_800520B8,glabel,,202,src/text1a_c.c:970,splat-auto,AUTO,splat-generated placeholder; makes no semantic claim,KEEP,,
0x800523E0,hirahira_w_ctrl_helper,func_800523E0,named_syms.txt/symbol_addrs.txt alias only,hirahira_w_ctrl_helper_800523E0,126,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=medium method=APPLIED-AS-PROPOSED; gte_op=gte_helper_800523E0; sole_caller_path=hirahira_w_ctrl_helper_800523E0,KEEP,,
0x800525D8,gte_sqr,func_800525D8,named_syms.txt/symbol_addrs.txt alias only,gte_sqr_800525D8,50,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_sqr_wrapper_800525D8; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x800526A0,math_sqrt,func_800526A0,named_syms.txt/symbol_addrs.txt alias only,math_sqrt_800526A0,30,,naming-analyzer(residual_named),CORROBORATED,"docs/naming/residual_named.csv: manual reverse-engineering, confidence=high — fixed-pt sqrt via GTE leading-zero-count: mtc2 $a0->r30(LZCS), mfc2 r31(LZCR) to normalize, index LUT D_80015620, halve exponent shift (sra ,1); two ranges (>>9 / >>12). D_80015620 is a sqrt table",KEEP,,
0x80052720,stub,func_80052720,named_syms.txt/symbol_addrs.txt alias only,stub_80052720,13,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_sqr_wrapper_80052720,KEEP,,
0x80052754,decbs0_helper,func_80052754,named_syms.txt/symbol_addrs.txt alias only,decbs0_helper_80052754,13,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_sqr_wrapper_80052754,KEEP,,
0x80052788,gte_gpf,func_80052788,named_syms.txt/symbol_addrs.txt alias only,gte_gpf_80052788,29,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_helper_80052788; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x800527FC,gte_gpf,func_800527FC,named_syms.txt/symbol_addrs.txt alias only,gte_gpf_800527FC,77,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_helper_800527FC; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x80052930,robtest_helper,func_80052930,named_syms.txt/symbol_addrs.txt alias only,robtest_helper_80052930,60,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_mvmva_wrapper_80052930,KEEP,,yes
0x80052A20,game_2d_CheckLifeGaugeNoDisp,game_2d_CheckLifeGaugeNoDisp,glabel,,26,src/config.c:27,kengo-derived,SUSPECT,"CONFIRMED MISLEAD (owner): LIBGTE 3x3 matrix-vector multiply leaf (ctc2/mvmva/swc2), not a UI predicate. inline_asm_canonical.txt:346 + auth-packets-2026-08-06.md batch 2. | kengo_matches.csv: kengo_name=game_2d_CheckLifeGaugeNoDisp confidence=name-unique insn_diff=-1 combined_score=0.00; canonical-asm authorized: LIBGTE matrix-vector leaf (MISNAMED â€” body is a GTE 3x3 x vector multiply, not a UI predicate): 8x lw <- *a0 -> 8x ctc2 $0-$7 (all splat-tagged 'handwritten instruction'), lwc2 $; body at src/config.c:27",RESET,,
0x80052A88,gte_mtx_apply_vec,func_80052A88,named_syms.txt/symbol_addrs.txt alias only,gte_mtx_apply_vec_80052A88,30,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_mvmva_wrapper_80052A88; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x80052B00,gte_load_rot_matrix,func_80052B00,named_syms.txt/symbol_addrs.txt alias only,gte_load_rot_matrix_80052B00,17,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_helper_80052B00; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x80052B44,get_field0x0,func_80052B44,named_syms.txt/symbol_addrs.txt alias only,get_field0x0_80052B44,14,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_helper_80052B44,KEEP,,
0x80052B7C,gte_mvmva,func_80052B7C,named_syms.txt/symbol_addrs.txt alias only,gte_mvmva_80052B7C,26,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_mvmva_wrapper_80052B7C; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x80052BE4,func_80052BE4,func_80052BE4,glabel,,0,src/code6cac_c2.c:129,splat-auto,AUTO,splat-generated placeholder; makes no semantic claim,KEEP,,
0x80052C10,InitFadePanel,InitFadePanel,glabel,,5,src/config.c:28,kengo-derived,SUSPECT,"kengo_matches.csv: kengo_name=InitFadePanel confidence=name-unique insn_diff=0 combined_score=0.00; canonical-asm authorized: 3-insn scratchpad poke at PS1 RAM 0x1F800400 (text1b.c). Target uses lui+ori to materialize the absolute address into $t9 then sw $zero, 0($t9) -- combine.c always folds compile-ti; body at src/config.c:28",RESET,,
0x80052C28,stub,func_80052C28,named_syms.txt/symbol_addrs.txt alias only,stub_80052C28,9,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x80052C4C,gte_mvmva,func_80052C4C,named_syms.txt/symbol_addrs.txt alias only,gte_mvmva_80052C4C,34,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; gte_op=gte_mvmva_wrapper_80052C4C; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x80052CD4,func_80052CD4,func_80052CD4,glabel,,0,src/text1b.c:1464(INCLUDE_ASM),splat-auto,AUTO,splat-generated placeholder; makes no semantic claim,KEEP,,
0x80052D00,camera_compute_fixed_point_matrices,func_80052D00,named_syms.txt/symbol_addrs.txt alias only,camera_compute_fixed_point_matrices_80052D00,385,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,yes
0x80053304,init_move_to_target,func_80053304,named_syms.txt/symbol_addrs.txt alias only,init_move_to_target_80053304,82,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; string_adjacent_info=?,KEEP,,
0x8005344C,myrobgeneidraw2_helper,func_8005344C,named_syms.txt/symbol_addrs.txt alias only,myrobgeneidraw2_helper_8005344C,78,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
