addr,current_name,aliases,proposed_name,all_sony_names,module,lib,mod_start,evidence,classification,in_main_block,queued,census_action,census_tier,census_name,name_source,note
0x8007EF4C,func_8007EF4C,gte_SetTransVector_8007EF4C;gte_SetTransVector,SetTransMatrix,SetTransMatrix,MTX_12,LIBGTE,0x8007EF4C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,CORROBORATED,gte_SetTransVector,asm/funcs glabel,contradicting live alias(es): gte_SetTransVector_8007EF4C;gte_SetTransVector
0x8007EF6C,func_8007EF6C,gte_GetScreenXY_8007EF6C;gte_GetScreenXY,ReadSZfifo3,ReadSZfifo3,REG04,LIBGTE,0x8007EF6C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,CORROBORATED,gte_GetScreenXY,asm/funcs glabel,contradicting live alias(es): gte_GetScreenXY_8007EF6C;gte_GetScreenXY
0x8007EF8C,func_8007EF8C,gte_GetH_8007EF8C,ReadGeomScreen,ReadGeomScreen,REG09,LIBGTE,0x8007EF8C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,CORROBORATED,gte_GetH,asm/funcs glabel,contradicting live alias(es): gte_GetH_8007EF8C
0x8007EF9C,func_8007EF9C,gte_SetBackColor_8007EF9C,SetBackColor,SetBackColor,REG10,LIBGTE,0x8007EF9C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,CORROBORATED,gte_SetBackColor,asm/funcs glabel,contradicting live alias(es): gte_SetBackColor_8007EF9C
0x8007EFBC,func_8007EFBC,gte_SetFarColor_8007EFBC;gte_SetFarColor,SetFarColor,SetFarColor,REG11,LIBGTE,0x8007EFBC,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,CORROBORATED,gte_SetFarColor,asm/funcs glabel,contradicting live alias(es): gte_SetFarColor_8007EFBC;gte_SetFarColor
0x8007EFDC,func_8007EFDC,gte_SetScreenOffset_8007EFDC;gte_SetScreenOffset,SetGeomOffset,SetGeomOffset,REG12,LIBGTE,0x8007EFDC,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,CORROBORATED,gte_SetScreenOffset,asm/funcs glabel,contradicting live alias(es): gte_SetScreenOffset_8007EFDC;gte_SetScreenOffset
0x8007EFFC,func_8007EFFC,,SetGeomScreen,SetGeomScreen,REG13,LIBGTE,0x8007EFFC,libscan-verbatim,FILL,True,,RESET,SUSPECT,tslDmaDrawListDelAll,asm/funcs glabel,
0x8007F00C,func_8007F00C,copy_8007F00C,LightColor,LightColor,SMP_00,LIBGTE,0x8007F00C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,copy,asm/funcs glabel,contradicting live alias(es): copy_8007F00C
0x8007F034,func_8007F034,copy_8007F034,DpqColorLight,DpqColorLight,SMP_00,LIBGTE,0x8007F00C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,copy,asm/funcs glabel,contradicting live alias(es): copy_8007F034
0x8007F05C,func_8007F05C,copy_8007F05C,DpqColor3,DpqColor3,SMP_00,LIBGTE,0x8007F00C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,copy,asm/funcs glabel,contradicting live alias(es): copy_8007F05C
0x8007F098,func_8007F098,copy_8007F098,Intpl,Intpl,SMP_00,LIBGTE,0x8007F00C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,copy,asm/funcs glabel,contradicting live alias(es): copy_8007F098
0x8007F0BC,func_8007F0BC,copy_8007F0BC,Square12,Square12,SMP_00,LIBGTE,0x8007F00C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,copy,asm/funcs glabel,contradicting live alias(es): copy_8007F0BC
0x8007F0E4,func_8007F0E4,copy_8007F0E4,Square0,Square0,SMP_00,LIBGTE,0x8007F00C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,copy,asm/funcs glabel,contradicting live alias(es): copy_8007F0E4
0x8007F10C,func_8007F10C,stub_8007F10C,AverageZ3,AverageZ3,SMP_00,LIBGTE,0x8007F00C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,stub,asm/funcs glabel,contradicting live alias(es): stub_8007F10C
0x8007F12C,func_8007F12C,stub_8007F12C,AverageZ4,AverageZ4,SMP_00,LIBGTE,0x8007F00C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,stub,asm/funcs glabel,contradicting live alias(es): stub_8007F12C
0x8007F150,func_8007F150,gte_outerprod_8007F150,OuterProduct12,OuterProduct12,SMP_00,LIBGTE,0x8007F00C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,gte_outerprod,asm/funcs glabel,contradicting live alias(es): gte_outerprod_8007F150
0x8007F1A8,func_8007F1A8,gte_outerprod_8007F1A8,OuterProduct0,OuterProduct0,SMP_00,LIBGTE,0x8007F00C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,gte_outerprod,asm/funcs glabel,contradicting live alias(es): gte_outerprod_8007F1A8
0x8007F200,func_8007F200,stub_8007F200,Lzc,Lzc,SMP_00,LIBGTE,0x8007F00C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,stub,asm/funcs glabel,contradicting live alias(es): stub_8007F200
0x8007F21C,func_8007F21C,copy_8007F21C,RotTransPers,RotTransPers,SMP_02,LIBGTE,0x8007F21C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,copy,asm/funcs glabel,contradicting live alias(es): copy_8007F21C
0x8007F24C,func_8007F24C,gte_rtpt_8007F24C,RotTransPers3,RotTransPers3,SMP_03,LIBGTE,0x8007F24C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,gte_rtpt,asm/funcs glabel,contradicting live alias(es): gte_rtpt_8007F24C
0x8007F2AC,func_8007F2AC,copy_8007F2AC,RotTrans,RotTrans,SMP_04,LIBGTE,0x8007F2AC,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,copy,asm/funcs glabel,contradicting live alias(es): copy_8007F2AC
0x8007F2DC,func_8007F2DC,,RotTransPers4,RotTransPers4,CMB_00,LIBGTE,0x8007F2DC,libscan-verbatim,FILL,True,,,,,build/bb2.map (decompiled in src/),
0x8007F35C,func_8007F35C,,RotMatrix,RotMatrix,FGO_01,LIBGTE,0x8007F35C,libscan-verbatim,FILL,True,,RESET,SUSPECT,motutil_GetWalkDir,asm/funcs glabel,
0x8007F5EC,func_8007F5EC,,RotMatrixZYX,RotMatrixZYX,FGO_03,LIBGTE,0x8007F5EC,libscan-verbatim,FILL,True,,KEEP,AUTO,func_8007F5EC,asm/funcs glabel,
0x8007F87C,func_8007F87C,mtx_rotate_8007F87C,RotMatrixX,RotMatrixX,FGO_04,LIBGTE,0x8007F87C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,mtx_rotate,asm/funcs glabel,contradicting live alias(es): mtx_rotate_8007F87C
0x8007FA1C,func_8007FA1C,,RotMatrixY,RotMatrixY,FGO_05,LIBGTE,0x8007FA1C,libscan-verbatim,FILL,True,,KEEP,AUTO,func_8007FA1C,asm/funcs glabel,
0x8007FBBC,func_8007FBBC,md_game_helper_8007FBBC,RotMatrixZ,RotMatrixZ,FGO_06,LIBGTE,0x8007FBBC,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,md_game_helper,asm/funcs glabel,contradicting live alias(es): md_game_helper_8007FBBC
0x8007FD5C,func_8007FD5C,,ratan2,ratan2,RATAN,LIBGTE,0x8007FD5C,libscan-verbatim,FILL,True,,RESET,SUSPECT,single_game_getEnemyCharId,asm/funcs glabel,
0x8007FEDC,func_8007FEDC,bios_InstallHandler_8007FEDC,_patch_gte,_patch_gte,PATCHGTE,LIBGTE,0x8007FEDC,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,bios_InstallHandler,asm/funcs glabel,contradicting live alias(es): bios_InstallHandler_8007FEDC
0x8007FF7C,func_8007FF7C,cdrom_InitCallbacks_8007FF7C,CdInit,CdInit,EVENT,LIBCD,0x8007FF7C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,CORROBORATED,cdrom_InitCallbacks,asm/funcs glabel,contradicting live alias(es): cdrom_InitCallbacks_8007FF7C
0x80080014,func_80080014,D_80080014,,def_cbsync,EVENT,LIBCD,0x8007FF7C,libscan-verbatim,MODULE_LOCAL_STATIC,True,,RESET,SUSPECT,motion_SavePreCalcData_80080014,asm/funcs glabel,"OBJ local symbol def_cbsync (module-local static, NOT an exported name); propose nothing"
0x8008003C,func_8008003C,D_8008003C,,def_cbready,EVENT,LIBCD,0x8007FF7C,libscan-verbatim,MODULE_LOCAL_STATIC,True,,RESET,SUSPECT,motion_SavePreCalcData_8008003C,asm/funcs glabel,"OBJ local symbol def_cbready (module-local static, NOT an exported name); propose nothing"
0x80080064,func_80080064,D_80080064,,def_cbread,EVENT,LIBCD,0x8007FF7C,libscan-verbatim,MODULE_LOCAL_STATIC,True,,RESET,SUSPECT,motion_SavePreCalcData_80080064,asm/funcs glabel,"OBJ local symbol def_cbread (module-local static, NOT an exported name); propose nothing"
0x8008008C,bios_DeliverEvent,,DeliverEvent,DeliverEvent,A07,LIBAPI,0x8008008C,libscan-verbatim,CONTRADICTED,True,,KEEP,CORROBORATED,bios_DeliverEvent,asm/funcs glabel,
0x8008009C,cdrom_GetMode,get_global_8008009C,CdStatus,CdStatus,SYS,LIBCD,0x8008009C,libscan-verbatim,CONTRADICTED,True,,KEEP,CORROBORATED,cdrom_GetMode,asm/funcs glabel,contradicting live alias(es): get_global_8008009C
0x800800AC,cdrom_GetReadyFlag,get_global_800800AC,CdMode,CdMode,SYS,LIBCD,0x8008009C,libscan-verbatim,CONTRADICTED,True,,KEEP,CORROBORATED,cdrom_GetReadyFlag,asm/funcs glabel,contradicting live alias(es): get_global_800800AC
0x800800BC,cdrom_GetReadyFlag2,,CdLastCom,CdLastCom,SYS,LIBCD,0x8008009C,libscan-verbatim,CONTRADICTED,True,,,,,build/bb2.map (decompiled in src/),
0x800800CC,func_800800CC,saEft00Add_helper_800800CC,CdLastPos,CdLastPos,SYS,LIBCD,0x8008009C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,saEft00Add_helper,asm/funcs glabel,contradicting live alias(es): saEft00Add_helper_800800CC
0x800800DC,cdrom_CheckReady,,CdReset,CdReset,SYS,LIBCD,0x8008009C,libscan-verbatim,CONTRADICTED,True,,KEEP,CORROBORATED,cdrom_CheckReady,asm/funcs glabel,
0x80080148,func_80080148,special_camera_clear_cdrom_irq_80080148,CdFlush,CdFlush,SYS,LIBCD,0x8008009C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,special_camera_clear_cdrom_irq,asm/funcs glabel,contradicting live alias(es): special_camera_clear_cdrom_irq_80080148
0x80080168,cdrom_SetDebugLevel,,CdSetDebug,CdSetDebug,SYS,LIBCD,0x8008009C,libscan-verbatim,CONTRADICTED,True,,KEEP,CORROBORATED,cdrom_SetDebugLevel,asm/funcs glabel,
0x80080180,cdrom_GetCmdName,,CdComstr,CdComstr,SYS,LIBCD,0x8008009C,libscan-verbatim,CONTRADICTED,True,,,,,build/bb2.map (decompiled in src/),
0x800801B4,cdrom_GetResultName,,CdIntstr,CdIntstr,SYS,LIBCD,0x8008009C,libscan-verbatim,CONTRADICTED,True,,,,,build/bb2.map (decompiled in src/),
0x800801E8,func_800801E8,,CdSync,CdSync,SYS,LIBCD,0x8008009C,libscan-verbatim,FILL,True,,RESET,SUSPECT,Vu0SetLightColMatrix_800801E8,asm/funcs glabel,
0x80080208,func_80080208,,CdReady,CdReady,SYS,LIBCD,0x8008009C,libscan-verbatim,FILL,True,,RESET,SUSPECT,Vu0SetLightColMatrix_80080208,asm/funcs glabel,
0x80080228,cdrom_SetCallbackA,copy_80080228,CdSyncCallback,CdSyncCallback,SYS,LIBCD,0x8008009C,libscan-verbatim,CONTRADICTED,True,,KEEP,CORROBORATED,cdrom_SetCallbackA,asm/funcs glabel,contradicting live alias(es): copy_80080228
0x80080240,cdrom_SetCallbackB,copy_80080240,CdReadyCallback,CdReadyCallback,SYS,LIBCD,0x8008009C,libscan-verbatim,CONTRADICTED,True,,KEEP,CORROBORATED,cdrom_SetCallbackB,asm/funcs glabel,contradicting live alias(es): copy_80080240
0x80080258,func_80080258,,CdControl,CdControl,SYS,LIBCD,0x8008009C,libscan-verbatim,FILL,True,yes:active,RESET,SUSPECT,_DispCharacterName,asm/funcs glabel,
0x80080390,func_80080390,,CdControlF,CdControlF,SYS,LIBCD,0x8008009C,libscan-verbatim,FILL,True,yes:active,RESET,SUSPECT,myRobGeneiDraw3,asm/funcs glabel,
0x800804BC,func_800804BC,,CdControlB,CdControlB,SYS,LIBCD,0x8008009C,libscan-verbatim,FILL,True,,RESET,SUSPECT,tslPolyF4Init,asm/funcs glabel,
0x80080600,func_80080600,cd_send_cmd_80080600,CdMix,CdMix,SYS,LIBCD,0x8008009C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,cd_send_cmd,asm/funcs glabel,contradicting live alias(es): cd_send_cmd_80080600
0x80080620,func_80080620,cd_dma_idle_80080620,CdGetSector,CdGetSector,SYS,LIBCD,0x8008009C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,cd_dma_idle,asm/funcs glabel,contradicting live alias(es): cd_dma_idle_80080620
0x80080640,func_80080640,,CdGetSector2,CdGetSector2,SYS,LIBCD,0x8008009C,libscan-verbatim,FILL,True,,RESET,SUSPECT,Vu0SetLightColMatrix_80080640,asm/funcs glabel,
0x80080660,func_80080660,,CdDataCallback,CdDataCallback,SYS,LIBCD,0x8008009C,libscan-verbatim,FILL,True,,RESET,SUSPECT,tslTmlGetHeda,asm/funcs glabel,
0x80080684,func_80080684,,CdDataSync,CdDataSync,SYS,LIBCD,0x8008009C,libscan-verbatim,FILL,True,,RESET,SUSPECT,Vu0SetLightColMatrix_80080684,asm/funcs glabel,
0x800806A4,cdrom_FramesToBcd,,CdIntToPos,CdIntToPos,SYS,LIBCD,0x8008009C,libscan-verbatim,CONTRADICTED,True,,KEEP,CORROBORATED,cdrom_FramesToBcd,asm/funcs glabel,
0x800807A8,cdrom_BcdToFrames,,CdPosToInt,CdPosToInt,SYS,LIBCD,0x8008009C,libscan-verbatim,CONTRADICTED,True,,KEEP,CORROBORATED,cdrom_BcdToFrames,asm/funcs glabel,
0x80080828,func_80080828,,,getintr,BIOS,LIBCD,0x80080828,libscan-verbatim,MODULE_LOCAL_STATIC,True,yes:active,RESET,SUSPECT,tsltm2loadimage_helper,asm/funcs glabel,"OBJ local symbol getintr (module-local static, NOT an exported name); propose nothing"
0x80080DB0,func_80080DB0,,CD_sync,CD_sync,BIOS,LIBCD,0x80080828,libscan-verbatim,FILL,True,yes:parked,RESET,SUSPECT,cpu_side_move_dir_4,asm/funcs glabel,
0x80081030,func_80081030,,CD_ready,CD_ready,BIOS,LIBCD,0x80080828,libscan-verbatim,FILL,True,yes:active,RESET,SUSPECT,marionation_Exec,asm/funcs glabel,
0x800812FC,func_800812FC,,CD_cw,CD_cw,BIOS,LIBCD,0x80080828,libscan-verbatim,FILL,True,yes:active,RESET,SUSPECT,tslTm2LoadImage,asm/funcs glabel,
0x80081718,cdrom_SendCmd,,CD_vol,CD_vol,BIOS,LIBCD,0x80080828,libscan-verbatim,CONTRADICTED,True,,KEEP,CORROBORATED,cdrom_SendCmd,asm/funcs glabel,
0x800817A0,cdrom_ClearIrq,,CD_flush,CD_flush,BIOS,LIBCD,0x80080828,libscan-verbatim,CONTRADICTED,True,,KEEP,CORROBORATED,cdrom_ClearIrq,asm/funcs glabel,
0x80081880,cdrom_ConfigSPU,,CD_initvol,CD_initvol,BIOS,LIBCD,0x80080828,libscan-verbatim,CONTRADICTED,True,,KEEP,CORROBORATED,cdrom_ConfigSPU,asm/funcs glabel,
0x80081974,cdrom_Shutdown,,CD_initintr,CD_initintr,BIOS,LIBCD,0x80080828,libscan-verbatim,CONTRADICTED,True,,KEEP,CORROBORATED,cdrom_Shutdown,asm/funcs glabel,
0x800819C4,cdrom_Initialize,tsltm2loadimage_helper_800819C4,CD_init,CD_init,BIOS,LIBCD,0x80080828,libscan-verbatim,CONTRADICTED,True,,KEEP,CORROBORATED,cdrom_Initialize,asm/funcs glabel,contradicting live alias(es): tsltm2loadimage_helper_800819C4
0x80081BB0,func_80081BB0,,CD_datasync,CD_datasync,BIOS,LIBCD,0x80080828,libscan-verbatim,FILL,True,yes:parked,RESET,SUSPECT,saEft01Init,asm/funcs glabel,
0x80081D1C,cdrom_DmaToRam,,CD_getsector,CD_getsector,BIOS,LIBCD,0x80080828,libscan-verbatim,CONTRADICTED,True,,KEEP,CORROBORATED,cdrom_DmaToRam,asm/funcs glabel,
0x80081E1C,cdrom_DmaChain,,CD_getsector2,CD_getsector2,BIOS,LIBCD,0x80080828,libscan-verbatim,CONTRADICTED,True,,KEEP,CORROBORATED,cdrom_DmaChain,asm/funcs glabel,
0x80081F0C,cdrom_SetErrorCallback,,CD_set_test_parmnum,CD_set_test_parmnum,BIOS,LIBCD,0x80080828,libscan-verbatim,CONTRADICTED,True,,,,,build/bb2.map (decompiled in src/),
0x80081F1C,cdrom_IrqHandler,g_irq_handler_block_80081F1C;D_80081F1C,,callback,BIOS,LIBCD,0x80080828,libscan-verbatim,MODULE_LOCAL_STATIC,True,,,,,build/bb2.map (decompiled in src/),"OBJ local symbol callback (module-local static, NOT an exported name); propose nothing"
0x80082000,func_80082000,,puts,puts,PUTS,LIBC2,0x80082000,libscan-verbatim,FILL,True,,RESET,SUSPECT,tslTm2LoadImage_2,asm/funcs glabel,
0x8008241C,func_8008241C,,,cd_read_retry,CDREAD,LIBCD,0x80082050,libscan-verbatim,MODULE_LOCAL_STATIC,True,,RESET,SUSPECT,saEft00Add,asm/funcs glabel,"OBJ local symbol cd_read_retry (module-local static, NOT an exported name); propose nothing"
0x80082630,saEft00Add_sub,,CdReadBreak,CdReadBreak,CDREAD,LIBCD,0x80082050,libscan-verbatim,CONTRADICTED,True,,,,,build/bb2.map (decompiled in src/),
0x800826CC,func_800826CC,special_camera_helper_800826CC,CdRead,CdRead,CDREAD,LIBCD,0x80082050,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,special_camera_helper,asm/funcs glabel,contradicting live alias(es): special_camera_helper_800826CC
0x800827D0,func_800827D0,,CdReadSync,CdReadSync,CDREAD,LIBCD,0x80082050,libscan-verbatim,FILL,True,,KEEP,AUTO,func_800827D0,asm/funcs glabel,
0x8008289C,func_8008289C,sys_SetVsyncMode_8008289C,CdReadCallback,CdReadCallback,CDREAD,LIBCD,0x80082050,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,sys_SetVsyncMode,asm/funcs glabel,contradicting live alias(es): sys_SetVsyncMode_8008289C
0x800828B4,func_800828B4,sys_SetTimer_800828B4,CdReadMode,CdReadMode,CDREAD,LIBCD,0x80082050,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,sys_SetTimer,asm/funcs glabel,contradicting live alias(es): sys_SetTimer_800828B4
0x800828CC,sys_VSync,,VSync,VSync,VSYNC,LIBETC,0x800828CC,libscan-verbatim,CONTRADICTED,True,,KEEP,INFERRED,sys_VSync,asm/funcs glabel,
0x80082A14,func_80082A14,,,v_wait,VSYNC,LIBETC,0x800828CC,libscan-verbatim,MODULE_LOCAL_STATIC,True,,RESET,SUSPECT,damage_CalcHitDamage2,asm/funcs glabel,"OBJ local symbol v_wait (module-local static, NOT an exported name); propose nothing"
0x80082AB0,bios_ChangeClearRCnt,,ChangeClearRCnt,ChangeClearRCnt,L10,LIBAPI,0x80082AB0,libscan-verbatim,CONTRADICTED,True,,KEEP,CORROBORATED,bios_ChangeClearRCnt,asm/funcs glabel,
0x80082AC0,func_80082AC0,irq_DisableInterrupts_80082AC0,ResetCallback,ResetCallback,INTR,LIBETC,0x80082AC0,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,irq_DisableInterrupts,asm/funcs glabel,contradicting live alias(es): irq_DisableInterrupts_80082AC0
0x80082AF0,func_80082AF0,irq_EnableInterrupts_80082AF0;irq_EnableInterrupts,InterruptCallback,InterruptCallback,INTR,LIBETC,0x80082AC0,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,irq_EnableInterrupts,asm/funcs glabel,contradicting live alias(es): irq_EnableInterrupts_80082AF0;irq_EnableInterrupts
0x80082B20,func_80082B20,irq_AcknowledgeVblank_80082B20;irq_AcknowledgeVblank,DMACallback,DMACallback,INTR,LIBETC,0x80082AC0,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,irq_AcknowledgeVblank,asm/funcs glabel,contradicting live alias(es): irq_AcknowledgeVblank_80082B20;irq_AcknowledgeVblank
0x80082B50,func_80082B50,irq_SetAlarm_80082B50;irq_SetAlarm,VSyncCallback,VSyncCallback,INTR,LIBETC,0x80082AC0,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,irq_SetAlarm,asm/funcs glabel,contradicting live alias(es): irq_SetAlarm_80082B50;irq_SetAlarm
0x80082B84,irq_ClearAlarm,,VSyncCallbacks,VSyncCallbacks,INTR,LIBETC,0x80082AC0,libscan-verbatim,CONTRADICTED,True,,,,,build/bb2.map (decompiled in src/),
0x80082BB4,func_80082BB4,irq_Reset_80082BB4;irq_Reset,StopCallback,StopCallback,INTR,LIBETC,0x80082AC0,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,irq_Reset,asm/funcs glabel,contradicting live alias(es): irq_Reset_80082BB4;irq_Reset
0x80082BE4,irq_Dispatch,,RestartCallback,RestartCallback,INTR,LIBETC,0x80082AC0,libscan-verbatim,CONTRADICTED,True,,,,,build/bb2.map (decompiled in src/),
0x80082C14,func_80082C14,sys_GetVblankCount_80082C14;sys_GetVblankCount,CheckCallback,CheckCallback,INTR,LIBETC,0x80082AC0,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,sys_GetVblankCount,asm/funcs glabel,contradicting live alias(es): sys_GetVblankCount_80082C14;sys_GetVblankCount
0x80082C24,sys_GetIrqCounter,,GetIntrMask,GetIntrMask,INTR,LIBETC,0x80082AC0,libscan-verbatim,CONTRADICTED,True,,,,,build/bb2.map (decompiled in src/),
0x80082C3C,func_80082C3C,,SetIntrMask,SetIntrMask,INTR,LIBETC,0x80082AC0,libscan-verbatim,FILL,True,,RESET,SUSPECT,motion_make_table,asm/funcs glabel,
0x80082C58,func_80082C58,,,startIntr,INTR,LIBETC,0x80082AC0,libscan-verbatim,MODULE_LOCAL_STATIC,True,,,,,build/bb2.map (decompiled in src/),"OBJ local symbol startIntr (module-local static, NOT an exported name); propose nothing"
0x80082D34,func_80082D34,motion_exception_handler_init_80082D34,,trapIntr,INTR,LIBETC,0x80082AC0,libscan-verbatim,MODULE_LOCAL_STATIC,True,,KEEP,INFERRED,motion_exception_handler_init,asm/funcs glabel,"OBJ local symbol trapIntr (module-local static, NOT an exported name); propose nothing"
0x800831A4,func_800831A4,,,memclr,INTR,LIBETC,0x80082AC0,libscan-verbatim,MODULE_LOCAL_STATIC,True,,,,,build/bb2.map (decompiled in src/),"OBJ local symbol memclr (module-local static, NOT an exported name); propose nothing"
0x800831D8,bios_CdRemove_A0,,_96_remove,_96_remove,C114,LIBAPI,0x800831D0,libscan-verbatim,CONTRADICTED,True,,KEEP,CORROBORATED,bios_CdRemove_A0,asm/funcs glabel,
0x800831F0,bios_ReturnFromException,,ReturnFromException,ReturnFromException,A23,LIBAPI,0x800831F0,libscan-verbatim,CONTRADICTED,True,,KEEP,CORROBORATED,bios_ReturnFromException,asm/funcs glabel,
0x80083200,bios_SetDefaultExitFromException,,ResetEntryInt,ResetEntryInt,A24,LIBAPI,0x80083200,libscan-verbatim,CONTRADICTED,True,,KEEP,CORROBORATED,bios_SetDefaultExitFromException,asm/funcs glabel,
0x80083210,bios_SetCustomExitFromException,,HookEntryInt,HookEntryInt,A25,LIBAPI,0x80083210,libscan-verbatim,CONTRADICTED,True,,KEEP,CORROBORATED,bios_SetCustomExitFromException,asm/funcs glabel,
0x80083220,func_80083220,motion_setjmp_longjmp_frames_80083220,setjmp,setjmp,SETJMP,LIBC2,0x80083220,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,motion_setjmp_longjmp_frames,asm/funcs glabel,contradicting live alias(es): motion_setjmp_longjmp_frames_80083220
0x800832A0,func_800832A0,,startIntrVSync,startIntrVSync,INTR_VB,LIBETC,0x800832A0,libscan-verbatim,FILL,True,,RESET,SUSPECT,disp_mario_jimaku,asm/funcs glabel,
0x8008339C,func_8008339C,sys_MemClear_8008339C,,memclr,INTR_VB,LIBETC,0x800832A0,libscan-verbatim,MODULE_LOCAL_STATIC,True,,KEEP,INFERRED,sys_MemClear,asm/funcs glabel,"OBJ local symbol memclr (module-local static, NOT an exported name); propose nothing"
0x800833C8,func_800833C8,,startIntrDMA,startIntrDMA,INTR_DMA,LIBETC,0x800833C8,libscan-verbatim,FILL,True,,RESET,SUSPECT,conv_matrix_rotation,asm/funcs glabel,
0x80083644,func_80083644,sys_MemClear2_80083644,,memclr,INTR_DMA,LIBETC,0x800833C8,libscan-verbatim,MODULE_LOCAL_STATIC,True,,KEEP,INFERRED,sys_MemClear2,asm/funcs glabel,"OBJ local symbol memclr (module-local static, NOT an exported name); propose nothing"
0x80083670,sys_SetVideoMode,,SetVideoMode,SetVideoMode,VMODE,LIBETC,0x80083670,libscan-verbatim,CONTRADICTED,True,,,,,build/bb2.map (decompiled in src/),
0x80083688,func_80083688,get_sys_video_mode_80083688,GetVideoMode,GetVideoMode,VMODE,LIBETC,0x80083670,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,get_sys_video_mode,asm/funcs glabel,contradicting live alias(es): get_sys_video_mode_80083688
0x8008386C,bios_InitHeap,,InitHeap,InitHeap,C57,LIBAPI,0x8008386C,libscan-verbatim,CONTRADICTED,True,,KEEP,CORROBORATED,bios_InitHeap,asm/funcs glabel,
0x80083954,func_80083954,irq_ProcessPending_80083954,SsEnd,SsEnd,SSEND,LIBSND,0x80083954,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,irq_ProcessPending,asm/funcs glabel,contradicting live alias(es): irq_ProcessPending_80083954
0x80083A18,func_80083A18,sys_Shutdown_80083A18;sys_Shutdown,SsInit,SsInit;SsInitHot,SSINIT_C,LIBSND,0x80083A18,libscan-verbatim,RESOLVED_RELOC_TARGET,True,,KEEP,INFERRED,sys_Shutdown,asm/funcs glabel,"contradicting live alias(es): sys_Shutdown_80083A18;sys_Shutdown | tie resolved by reloc-target consistency (ambiguous_resolutions.md; reproduced mechanically by tools/libscan/manifest.py filter 2): SSINIT_C's 3 REL26 callees (ResetCallback, SpuInit, _SsInit) all land on their placed addresses (0x80082AC0, 0x800885AC, 0x80083A48); SSINIT_H CONTRADICTED (+0x10 jal->0x800885AC but SpuInitHot placed at 0x80085FB8)"
0x80083A48,func_80083A48,,_SsInit,_SsInit,SSINIT,LIBSND,0x80083A48,libscan-verbatim,FILL,True,,RESET,SUSPECT,md_game_check_change_main_mode_default,asm/funcs glabel,
